Brand,Model,Year,Odometer Reading (km),Fuel Type,Transmission Type,Color,Number of Owners,Service History,Location,Previous Accidents,Engine Capacity (L),Car Type,Insurance Type,Price (INR)
Nissan,Kicks,2013,131324,Electric,Manual,White,2,True,Kolkata,True,3.0,Coupe,Comprehensive,550301.4
Nissan,Kicks,2004,174952,Diesel,Automatic,Silver,3,False,Chennai,True,3.3,Wagon,None,73757.20000000001
Ford,EcoSport,2019,160074,Electric,Automatic,White,2,True,Mumbai,True,4.6,Coupe,None,495988.9
Maruti Suzuki,Dzire,2009,127192,Diesel,Automatic,Grey,1,True,Ahmedabad,False,3.8,Sedan,Comprehensive,50000.0
Maruti Suzuki,Swift,2016,85099,Electric,Manual,Black,1,True,Chennai,True,1.1,Sedan,Third-Party,137235.15
Honda,City,2015,82647,Electric,Manual,White,3,True,Chennai,False,4.3,Wagon,Comprehensive,507602.94999999995
Toyota,Innova,2008,92217,CNG,Manual,Grey,1,False,Ahmedabad,True,3.9,SUV,Third-Party,716167.45
Ford,Endeavour,2012,155017,Diesel,Manual,Blue,3,True,Pune,True,1.9,SUV,Comprehensive,2296747.45
BMW,3 Series,2020,97903,Electric,Manual,Red,3,False,Kolkata,True,2.0,Sedan,Comprehensive,3685314.55
Maruti Suzuki,Swift,2018,9350,Petrol,Automatic,Blue,3,True,Chennai,True,3.5,Coupe,None,218597.5
Toyota,Fortuner,2012,72851,Electric,Automatic,Blue,1,False,Mumbai,True,3.5,SUV,Third-Party,2869072.35
Nissan,Kicks,2000,123664,CNG,Automatic,Black,1,False,Pune,False,2.1,SUV,None,50000.0
Tata,Altroz,2000,129068,Petrol,Manual,White,3,True,Kolkata,False,4.9,Wagon,Comprehensive,50000.0
Toyota,Innova,2009,13220,Petrol,Manual,Grey,1,True,Hyderabad,False,4.4,SUV,Comprehensive,848017.0
Toyota,Innova,2017,74783,Diesel,Automatic,Red,1,False,Delhi,True,2.4,Coupe,Comprehensive,1218782.55
Mercedes,E-Class,2012,8874,Diesel,Automatic,Silver,2,False,Bangalore,False,4.9,Hatchback,Third-Party,5898668.9
Hyundai,Creta,2003,135257,CNG,Automatic,Silver,3,False,Pune,False,4.6,Hatchback,None,379711.45
Nissan,Magnite,2021,33658,Diesel,Automatic,Blue,1,False,Pune,True,1.3,Hatchback,None,374951.3
Hyundai,Elantra,2016,139509,Petrol,Manual,Silver,2,False,Delhi,True,1.3,Hatchback,Comprehensive,829073.65
Mercedes,E-Class,2001,134895,Electric,Manual,Red,1,True,Bangalore,False,4.3,Hatchback,Comprehensive,5379765.75
Mercedes,E-Class,2006,173605,Petrol,Automatic,Blue,3,False,Delhi,True,2.3,SUV,None,5523959.25
Tata,Harrier,2023,63380,CNG,Manual,Red,2,True,Ahmedabad,False,3.7,Convertible,None,1610493.0
Ford,Fiesta,2004,158974,Electric,Automatic,Silver,1,False,Kolkata,True,1.4,Wagon,None,50000.0
Tata,Nexon,2012,180710,Electric,Manual,White,2,False,Pune,False,2.4,Convertible,None,222893.5
Audi,Q5,2014,45895,Diesel,Manual,Blue,3,False,Delhi,True,2.5,Wagon,None,5443115.75
Audi,Q5,2003,24677,CNG,Manual,Silver,2,True,Delhi,False,2.0,Convertible,Third-Party,4966298.45
Honda,City,2020,172219,CNG,Automatic,Silver,1,True,Chennai,False,4.6,Hatchback,Third-Party,774167.15
Tata,Nexon,2020,52814,Petrol,Manual,Red,1,False,Mumbai,True,2.1,Wagon,Third-Party,672077.9
Honda,City,2003,52790,Electric,Automatic,Silver,3,True,Bangalore,True,1.8,Sedan,Third-Party,50000.0
Toyota,Fortuner,2023,180548,Petrol,Manual,White,2,True,Chennai,True,3.7,Coupe,Comprehensive,3342917.8
Maruti Suzuki,Swift,2001,23613,CNG,Manual,Blue,3,False,Chennai,True,2.9,Hatchback,Third-Party,50000.0
BMW,3 Series,2018,53337,Petrol,Manual,Black,1,False,Kolkata,False,3.1,Wagon,None,3671999.45
BMW,3 Series,2013,184980,Electric,Automatic,Black,3,True,Pune,True,2.4,Wagon,Comprehensive,3342253.0
Honda,City,2002,11423,Electric,Automatic,Red,1,False,Chennai,True,4.6,Wagon,None,50000.0
Mercedes,E-Class,2022,10889,Diesel,Manual,Black,3,False,Ahmedabad,False,1.8,SUV,Third-Party,6348366.65
Tata,Harrier,2010,197238,Electric,Manual,Blue,3,True,Pune,False,3.4,SUV,None,940414.3
Mercedes,E-Class,2020,72060,Diesel,Manual,Grey,2,True,Mumbai,False,4.0,Wagon,None,6309191.0
BMW,M3,2012,54950,Petrol,Manual,Red,2,True,Bangalore,True,4.0,SUV,None,6861757.5
BMW,X5,2022,161947,Petrol,Automatic,Grey,3,False,Hyderabad,True,4.6,Coupe,None,7775707.95
Nissan,Magnite,2024,9023,CNG,Automatic,Blue,2,True,Ahmedabad,True,3.2,Sedan,Comprehensive,518646.55000000005
Toyota,Fortuner,2017,57410,Diesel,Automatic,Silver,3,False,Ahmedabad,True,3.9,Coupe,Third-Party,3041388.5
Maruti Suzuki,Vitara Brezza,2019,193468,Electric,Manual,Red,2,True,Delhi,True,4.8,Convertible,None,490979.8
Audi,Q5,2024,44475,Petrol,Manual,Blue,2,True,Delhi,False,2.7,Coupe,Third-Party,6000000.0
Ford,Endeavour,2008,136824,Petrol,Automatic,Red,3,True,Bangalore,False,1.2,Convertible,Comprehensive,2199476.4
Toyota,Fortuner,2008,91165,Electric,Automatic,Blue,2,True,Ahmedabad,True,4.1,Coupe,Comprehensive,2606325.25
BMW,X5,2011,12514,Electric,Manual,White,2,True,Bangalore,False,4.0,SUV,Third-Party,7368122.9
Tata,Nexon,2017,22035,Diesel,Manual,Grey,2,False,Delhi,False,4.2,Coupe,Third-Party,546694.75
Ford,EcoSport,2022,94276,Diesel,Automatic,Red,3,False,Chennai,False,3.3,Convertible,Third-Party,635858.6
Audi,A4,2012,41866,CNG,Automatic,Black,1,False,Pune,False,4.2,Coupe,Third-Party,3873720.1
Maruti Suzuki,Vitara Brezza,2015,125118,CNG,Manual,Grey,2,False,Delhi,False,1.8,Wagon,Comprehensive,331232.3
BMW,X5,2001,56558,Petrol,Automatic,Grey,3,False,Chennai,True,1.2,Hatchback,Comprehensive,6741516.3
BMW,3 Series,2004,144676,Electric,Manual,White,3,False,Ahmedabad,False,1.8,Sedan,Comprehensive,2928298.6
Ford,Fiesta,2013,74963,CNG,Manual,White,1,True,Hyderabad,False,4.0,Convertible,Comprehensive,50000.0
Toyota,Innova,2021,40710,Diesel,Automatic,Grey,3,True,Chennai,False,4.7,Sedan,Comprehensive,1413893.5
BMW,M3,2015,34089,Diesel,Manual,Black,2,True,Kolkata,True,1.8,Wagon,Third-Party,6964886.65
Hyundai,Verna,2015,119054,Petrol,Manual,Black,2,False,Mumbai,False,4.5,SUV,None,432141.9
BMW,3 Series,2017,183195,CNG,Automatic,White,1,False,Mumbai,True,1.5,Sedan,Third-Party,3602520.75
Tata,Altroz,2001,119214,Petrol,Manual,Grey,3,True,Kolkata,True,3.7,Wagon,Comprehensive,50000.0
BMW,M3,2008,28823,CNG,Manual,White,2,True,Bangalore,False,4.9,Coupe,Third-Party,6715676.55
Ford,EcoSport,2015,22726,Electric,Automatic,Black,2,False,Chennai,False,1.2,Convertible,Third-Party,296591.1
Ford,Endeavour,2018,34803,Diesel,Automatic,Black,1,False,Bangalore,False,1.4,SUV,Comprehensive,2724779.55
Ford,EcoSport,2016,130271,Electric,Manual,Black,1,False,Mumbai,False,3.0,Wagon,None,410459.35
Ford,Endeavour,2022,33359,Petrol,Manual,Red,2,False,Kolkata,False,2.5,Hatchback,Comprehensive,2844996.15
Mercedes,S-Class,2018,34925,Electric,Manual,Red,1,False,Mumbai,False,1.8,Sedan,None,9724761.25
Maruti Suzuki,Vitara Brezza,2010,144845,Electric,Manual,Blue,2,False,Delhi,False,1.8,Convertible,None,78273.25
Nissan,Kicks,2016,163227,Petrol,Automatic,Silver,2,True,Kolkata,False,2.1,Coupe,Third-Party,745515.95
Honda,Civic,2010,58114,Diesel,Automatic,Grey,1,True,Hyderabad,False,2.4,Coupe,Third-Party,50000.0
Mercedes,S-Class,2001,182351,Electric,Manual,Red,2,True,Hyderabad,False,4.0,Coupe,Comprehensive,8792647.35
Ford,Endeavour,2001,99694,Petrol,Manual,Grey,3,False,Delhi,True,3.5,Sedan,Comprehensive,1785045.9
Tata,Harrier,2004,91508,Electric,Manual,White,2,False,Mumbai,False,4.8,Wagon,Third-Party,686273.8
Mercedes,C-Class,2022,167709,Diesel,Manual,Black,1,True,Pune,False,4.7,Wagon,Comprehensive,4874843.65
Honda,Civic,2024,156957,Petrol,Automatic,White,3,True,Pune,False,2.9,Coupe,Third-Party,646456.45
Mercedes,S-Class,2024,114148,Diesel,Automatic,Grey,2,False,Ahmedabad,False,4.4,Coupe,None,9932877.8
Mercedes,E-Class,2005,167640,Electric,Manual,Blue,1,False,Kolkata,True,2.2,Convertible,Third-Party,5454854.0
Toyota,Corolla,2015,90406,CNG,Manual,Red,1,True,Bangalore,False,4.2,SUV,Third-Party,786439.1
Tata,Nexon,2005,131826,CNG,Automatic,Silver,3,True,Hyderabad,True,3.5,Hatchback,Comprehensive,50000.0
Nissan,Terrano,2011,72338,Electric,Automatic,Grey,3,False,Hyderabad,False,2.3,Wagon,Comprehensive,589149.3
Hyundai,Creta,2016,138345,Electric,Manual,White,3,False,Chennai,False,4.6,Coupe,None,1029248.25
Ford,Fiesta,2020,51437,CNG,Automatic,Black,2,True,Chennai,False,1.5,Coupe,None,362284.45
Hyundai,Verna,2004,181995,Diesel,Automatic,Grey,3,False,Ahmedabad,True,4.4,SUV,Comprehensive,50000.0
Toyota,Fortuner,2004,99422,Petrol,Automatic,Silver,3,True,Kolkata,False,1.7,Wagon,Third-Party,2455086.7
Maruti Suzuki,Vitara Brezza,2006,103720,Petrol,Automatic,White,3,False,Bangalore,True,3.3,Sedan,Comprehensive,50000.0
Honda,City,2000,26005,CNG,Automatic,Blue,1,True,Mumbai,True,3.2,Wagon,Third-Party,50000.0
Mercedes,E-Class,2006,170948,CNG,Automatic,Grey,3,True,Kolkata,True,2.8,Sedan,Third-Party,5494357.8
Nissan,Terrano,2020,124951,Diesel,Automatic,Red,1,False,Chennai,True,2.7,SUV,None,1011257.3500000001
Toyota,Innova,2000,194806,Electric,Manual,Silver,2,False,Mumbai,False,4.8,Coupe,Third-Party,370779.1
Tata,Harrier,2000,45153,Diesel,Manual,White,2,True,Bangalore,False,3.6,SUV,None,513227.05
Tata,Altroz,2017,62872,Diesel,Manual,Black,2,True,Delhi,True,1.8,Convertible,Third-Party,210569.2
Ford,Endeavour,2007,36952,Petrol,Manual,White,2,False,Mumbai,False,4.9,Wagon,None,2144457.2
Nissan,Terrano,2020,80911,CNG,Manual,Grey,3,True,Bangalore,True,2.0,Coupe,None,1057863.35
Tata,Nexon,2010,135375,Diesel,Automatic,Black,3,True,Bangalore,False,1.8,Hatchback,None,199693.75
Ford,EcoSport,2021,166140,CNG,Automatic,White,1,True,Mumbai,False,3.0,SUV,None,675079.0
Mercedes,S-Class,2010,29469,Diesel,Automatic,Blue,1,False,Kolkata,True,1.0,Wagon,Comprehensive,9225579.65
Audi,A4,2017,48427,Petrol,Manual,Grey,2,False,Mumbai,False,2.2,Coupe,Third-Party,4142735.95
Tata,Harrier,2014,190919,Petrol,Automatic,Blue,3,True,Delhi,True,4.5,Hatchback,Third-Party,1141362.15
Audi,A4,2018,76154,Diesel,Manual,Red,3,False,Kolkata,True,2.1,SUV,None,4088576.9
Nissan,Kicks,2005,94157,Diesel,Manual,Silver,3,False,Chennai,True,4.7,Wagon,None,135876.45
BMW,M3,2002,30060,CNG,Manual,White,3,False,Mumbai,True,3.8,Coupe,None,6345491.0
Audi,A4,2014,101628,Diesel,Automatic,White,3,True,Mumbai,True,4.7,Wagon,Third-Party,3954755.8
Ford,EcoSport,2017,26078,Electric,Automatic,Grey,2,True,Mumbai,False,1.6,Sedan,Comprehensive,466088.3
BMW,3 Series,2021,184733,Electric,Manual,Black,2,False,Ahmedabad,False,4.8,Sedan,Comprehensive,3772290.05
Ford,Fiesta,2014,178839,Electric,Automatic,Red,2,True,Ahmedabad,False,2.0,Sedan,Third-Party,50000.0
BMW,M3,2020,23874,Diesel,Manual,Black,3,False,Ahmedabad,True,3.6,Sedan,None,7196418.9
BMW,X5,2017,113806,CNG,Manual,Grey,1,False,Chennai,True,2.0,Sedan,Third-Party,7562929.1
Hyundai,Elantra,2004,75142,Electric,Manual,Blue,3,False,Kolkata,True,3.7,Wagon,Third-Party,188728.7
Tata,Altroz,2000,151377,Diesel,Manual,Blue,2,False,Bangalore,True,2.5,Hatchback,None,50000.0
Honda,City,2008,116321,Electric,Automatic,Blue,3,True,Pune,True,2.0,Hatchback,Comprehensive,102551.85
Mercedes,E-Class,2023,38910,Electric,Automatic,Red,1,True,Delhi,False,4.1,Sedan,Comprehensive,6494163.5
Audi,A6,2008,54796,Petrol,Automatic,Silver,2,False,Chennai,True,3.7,Wagon,Third-Party,4591780.6
Toyota,Innova,2017,102494,Petrol,Automatic,Blue,1,False,Kolkata,True,3.2,SUV,None,1164625.9
Hyundai,Elantra,2006,134540,Electric,Manual,Black,1,False,Hyderabad,False,3.9,SUV,Comprehensive,359819.0
Hyundai,Creta,2018,119098,Petrol,Automatic,Grey,3,True,Bangalore,True,4.5,Sedan,Comprehensive,1152135.3
Toyota,Fortuner,2005,85647,Electric,Automatic,White,1,True,Ahmedabad,True,3.2,Coupe,Comprehensive,2487152.95
Mercedes,E-Class,2003,90069,Electric,Manual,White,1,False,Mumbai,False,1.7,SUV,Comprehensive,5466489.65
Hyundai,Creta,2024,114600,Diesel,Automatic,Silver,2,False,Pune,False,3.4,Convertible,Third-Party,1432810.0
Toyota,Fortuner,2005,182181,Diesel,Automatic,Silver,1,False,Kolkata,True,3.6,Hatchback,Comprehensive,2452672.85
Audi,A6,2017,125557,CNG,Manual,Blue,3,True,Mumbai,True,3.6,Coupe,None,5101166.45
Nissan,Kicks,2023,137015,CNG,Manual,White,1,True,Ahmedabad,False,4.1,SUV,Third-Party,1129447.75
Ford,Endeavour,2004,51657,Diesel,Automatic,White,3,False,Pune,True,4.0,SUV,Comprehensive,1892251.45
Maruti Suzuki,Vitara Brezza,2010,161764,Diesel,Manual,Blue,1,False,Pune,False,1.6,Convertible,Third-Party,55735.399999999994
BMW,X5,2003,71204,CNG,Manual,Black,3,False,Pune,True,2.2,Convertible,None,6839319.4
BMW,3 Series,2007,131852,Diesel,Manual,Silver,1,True,Kolkata,True,4.3,Hatchback,Third-Party,3080222.2
Nissan,Magnite,2024,119970,Diesel,Manual,Grey,2,True,Ahmedabad,True,4.0,Sedan,Third-Party,502004.5
Hyundai,Elantra,2020,48432,Diesel,Manual,Red,2,False,Ahmedabad,True,1.2,Sedan,Comprehensive,992735.2
Toyota,Corolla,2024,122899,Electric,Automatic,Black,1,True,Hyderabad,False,3.0,Convertible,Comprehensive,1181565.15
Hyundai,Elantra,2005,184277,Petrol,Automatic,White,2,True,Chennai,True,4.5,Sedan,Comprehensive,242358.45
Maruti Suzuki,Swift,2023,21762,Petrol,Manual,Grey,1,True,Chennai,False,4.3,Wagon,Comprehensive,546735.7
Mercedes,E-Class,2020,56213,Diesel,Manual,Red,3,False,Bangalore,True,2.6,Sedan,None,6241568.05
Hyundai,Verna,2017,50827,Diesel,Automatic,Red,3,True,Hyderabad,False,3.7,Wagon,None,512375.94999999995
Nissan,Terrano,2015,193302,Petrol,Automatic,Blue,2,True,Bangalore,True,4.2,Wagon,None,791004.7
Maruti Suzuki,Dzire,2005,121510,CNG,Automatic,Black,2,True,Delhi,False,2.6,Coupe,None,50000.0
Mercedes,C-Class,2000,135090,CNG,Automatic,Silver,1,False,Bangalore,True,2.2,Convertible,None,3759736.5
Ford,Endeavour,2003,57918,CNG,Manual,Red,1,False,Kolkata,False,1.3,Convertible,None,1921312.3
Tata,Harrier,2009,183350,CNG,Manual,Silver,1,False,Mumbai,True,2.3,Hatchback,Third-Party,902497.5
Audi,A4,2012,126221,Electric,Automatic,Blue,1,False,Bangalore,False,3.7,Convertible,Comprehensive,3911066.85
Hyundai,Verna,2001,102809,Electric,Automatic,Silver,1,False,Chennai,True,3.9,Wagon,Third-Party,50000.0
Tata,Harrier,2002,193505,Diesel,Manual,Silver,1,True,Pune,False,3.5,Sedan,Comprehensive,570974.25
Nissan,Kicks,2010,131085,Diesel,Manual,Blue,3,False,Ahmedabad,True,4.4,SUV,None,380337.25
Tata,Nexon,2018,148222,Electric,Automatic,Black,2,True,Chennai,False,2.4,SUV,None,547766.7
Tata,Altroz,2008,104411,Electric,Manual,Black,2,False,Mumbai,False,4.8,Convertible,Comprehensive,50000.0
Tata,Nexon,2011,70418,CNG,Automatic,Blue,3,True,Delhi,False,1.2,Sedan,None,259437.3
Mercedes,S-Class,2010,42891,Electric,Manual,White,3,False,Pune,False,1.3,Sedan,Third-Party,9243566.35
BMW,X5,2008,161825,Electric,Manual,Grey,1,False,Delhi,False,1.1,Hatchback,Third-Party,7205726.25
Ford,Fiesta,2006,166303,CNG,Manual,Grey,3,True,Kolkata,False,2.2,SUV,Third-Party,50000.0
BMW,3 Series,2015,81247,Electric,Manual,Blue,1,True,Mumbai,True,3.5,Hatchback,Third-Party,3537812.95
Audi,Q5,2013,59550,Diesel,Manual,Grey,2,True,Ahmedabad,False,1.4,Coupe,None,5411067.5
Mercedes,E-Class,2015,186838,Diesel,Automatic,White,1,True,Ahmedabad,False,3.7,Coupe,None,6021974.3
Tata,Nexon,2023,185073,Electric,Manual,Silver,1,False,Chennai,True,4.6,Wagon,None,752239.05
BMW,M3,2002,11019,Petrol,Manual,Blue,2,False,Mumbai,False,4.5,Sedan,Comprehensive,6398347.15
BMW,3 Series,2005,44575,Petrol,Manual,Silver,2,False,Pune,True,2.7,Sedan,None,2943313.75
Audi,Q5,2013,195560,Electric,Automatic,Grey,1,False,Kolkata,False,4.8,Wagon,Third-Party,5400666.0
Hyundai,Elantra,2001,155883,Petrol,Automatic,Silver,3,True,Mumbai,False,2.5,Sedan,Third-Party,146617.55
Ford,Fiesta,2019,126970,Petrol,Automatic,Black,2,True,Bangalore,False,2.5,Coupe,None,350954.5
Hyundai,Verna,2009,77862,Petrol,Manual,Silver,3,False,Pune,False,2.0,SUV,Comprehensive,88320.70000000001
Audi,A4,2006,96916,CNG,Automatic,Black,2,False,Ahmedabad,False,3.6,Hatchback,Comprehensive,3535462.6
Ford,EcoSport,2008,180155,CNG,Automatic,Black,3,True,Pune,True,3.0,Sedan,None,50000.0
Audi,Q5,2018,113913,CNG,Automatic,Black,3,False,Chennai,True,1.3,SUV,Comprehensive,5582913.05
Nissan,Kicks,2004,163109,CNG,Automatic,Grey,2,True,Delhi,True,3.5,Wagon,Comprehensive,145533.65
BMW,M3,2017,181976,CNG,Manual,White,1,False,Ahmedabad,False,3.8,Sedan,Third-Party,7102703.6
Tata,Harrier,2020,151828,Petrol,Automatic,Black,1,True,Kolkata,True,2.6,Coupe,Third-Party,1427225.8
Toyota,Corolla,2006,118613,CNG,Automatic,Blue,1,True,Ahmedabad,False,4.3,Wagon,None,282208.05
Ford,Fiesta,2021,160636,Petrol,Automatic,Red,2,True,Mumbai,True,4.5,Wagon,None,395904.6
BMW,X5,2007,19738,CNG,Manual,Red,1,True,Bangalore,False,2.5,Sedan,Comprehensive,7197039.3
Ford,Endeavour,2023,60102,CNG,Manual,White,3,False,Ahmedabad,True,3.0,Sedan,None,2840984.7
Tata,Nexon,2002,6057,CNG,Automatic,Grey,3,True,Ahmedabad,True,1.9,Convertible,Comprehensive,50000.0
Audi,Q5,2023,117410,Electric,Manual,Grey,2,True,Ahmedabad,True,4.8,Coupe,None,5852388.5
Ford,Fiesta,2014,195456,Electric,Automatic,Grey,1,True,Ahmedabad,False,2.3,Wagon,Third-Party,70681.6
Tata,Nexon,2002,44135,Electric,Manual,White,1,True,Pune,True,4.3,Coupe,Comprehensive,50000.0
Ford,Endeavour,2005,16255,Petrol,Manual,Silver,2,True,Bangalore,True,2.9,Sedan,None,2017561.75
Hyundai,Creta,2010,57301,Electric,Automatic,Red,2,False,Bangalore,False,3.1,Sedan,Comprehensive,791404.85
Ford,EcoSport,2017,19544,Petrol,Manual,Blue,1,True,Mumbai,False,1.0,Convertible,None,497068.4
Nissan,Terrano,2004,162000,Electric,Automatic,Black,3,True,Kolkata,False,3.9,Wagon,Third-Party,245700.0
Mercedes,E-Class,2005,71365,Petrol,Manual,Blue,2,True,Mumbai,False,3.7,Wagon,Third-Party,5559295.25
Tata,Harrier,2022,53588,Diesel,Automatic,White,1,True,Chennai,True,2.8,Sedan,Third-Party,1541961.8
Mercedes,E-Class,2021,28413,Petrol,Automatic,Red,2,False,Ahmedabad,False,1.4,Wagon,None,6295738.05
Nissan,Kicks,2004,174257,Diesel,Manual,White,2,True,Mumbai,True,4.6,Hatchback,None,143861.45
Honda,City,2005,113091,Diesel,Automatic,White,2,False,Kolkata,True,4.3,Hatchback,Comprehensive,50000.0
Maruti Suzuki,Swift,2000,57593,Diesel,Automatic,Grey,1,True,Hyderabad,True,1.9,Wagon,Third-Party,50000.0
Maruti Suzuki,Vitara Brezza,2007,157617,CNG,Automatic,White,2,True,Hyderabad,False,2.9,Hatchback,None,50000.0
Tata,Harrier,2000,190429,Diesel,Manual,Blue,1,True,Bangalore,True,4.0,SUV,Comprehensive,471435.65
Audi,A4,2014,169276,Electric,Automatic,Blue,2,True,Mumbai,True,1.8,Sedan,Comprehensive,3944608.6
Mercedes,C-Class,2000,60305,Electric,Manual,Silver,2,True,Ahmedabad,False,2.3,Hatchback,None,3760954.25
Ford,EcoSport,2015,96759,CNG,Manual,Silver,2,True,Mumbai,False,4.0,Sedan,Comprehensive,355486.15
BMW,3 Series,2015,63898,Diesel,Manual,Grey,1,False,Mumbai,True,3.1,Wagon,Comprehensive,3520415.3
Audi,Q5,2004,79533,Diesel,Manual,Black,1,True,Ahmedabad,True,1.1,Wagon,None,4938070.05
Toyota,Innova,2017,132140,Electric,Manual,Silver,2,False,Ahmedabad,False,4.0,Sedan,Third-Party,1180179.0
Tata,Altroz,2004,107064,Diesel,Manual,Black,2,True,Bangalore,False,2.6,SUV,None,50000.0
Maruti Suzuki,Swift,2009,72693,Diesel,Automatic,White,2,True,Bangalore,False,3.4,Sedan,None,50000.0
Maruti Suzuki,Dzire,2023,162548,CNG,Automatic,Red,2,True,Hyderabad,True,2.3,Convertible,Third-Party,495617.80000000005
BMW,M3,2016,80893,CNG,Manual,Blue,1,True,Chennai,True,3.9,Convertible,None,7037866.05
BMW,M3,2021,128311,CNG,Manual,Red,1,False,Delhi,True,1.4,Convertible,None,7310753.35
BMW,M3,2018,48966,Electric,Manual,White,1,True,Ahmedabad,True,5.0,Hatchback,None,7142655.1
Honda,Jazz,2002,113513,Diesel,Automatic,Black,1,True,Mumbai,True,4.2,Coupe,Comprehensive,50000.0
Nissan,Magnite,2017,111885,Electric,Manual,White,2,False,Bangalore,True,4.9,Wagon,Third-Party,183217.25
Mercedes,C-Class,2011,22034,Petrol,Automatic,White,3,False,Chennai,False,3.3,Coupe,Third-Party,4296694.9
Toyota,Innova,2011,9410,CNG,Automatic,Silver,3,False,Delhi,True,3.2,Sedan,None,898588.5
Maruti Suzuki,Dzire,2012,21452,Diesel,Automatic,Silver,1,True,Kolkata,True,2.8,Convertible,Third-Party,50000.0
Audi,A4,2002,187541,CNG,Manual,Silver,1,False,Mumbai,False,2.2,Sedan,None,3401868.85
Hyundai,Elantra,2002,101799,Electric,Manual,Red,1,False,Ahmedabad,False,3.9,Sedan,None,164730.15
Maruti Suzuki,Vitara Brezza,2017,43016,CNG,Manual,Red,1,True,Hyderabad,True,4.7,Hatchback,Third-Party,393547.6
Tata,Harrier,2015,74488,Diesel,Automatic,Silver,3,True,Hyderabad,True,2.7,Coupe,Comprehensive,1158826.8
Ford,Endeavour,2017,198418,Electric,Automatic,Blue,2,True,Ahmedabad,True,3.7,Hatchback,Third-Party,2540237.3
Tata,Altroz,2020,171952,Electric,Automatic,Black,2,True,Delhi,False,4.6,Hatchback,None,394207.2
Mercedes,C-Class,2002,111237,Petrol,Automatic,White,3,True,Pune,False,4.5,Coupe,Third-Party,3853314.45
Ford,Endeavour,2002,73461,Diesel,Manual,Blue,3,True,Bangalore,False,3.9,Sedan,Comprehensive,1908980.85
BMW,3 Series,2017,18254,Diesel,Manual,Grey,3,False,Pune,False,3.7,Wagon,Comprehensive,3597261.9
Tata,Nexon,2009,15354,CNG,Manual,White,3,True,Pune,False,3.8,Hatchback,Third-Party,117696.9
BMW,3 Series,2004,40691,Electric,Manual,White,3,True,Bangalore,False,1.4,Coupe,Comprehensive,3013896.35
Tata,Nexon,2021,178920,Electric,Automatic,Silver,1,True,Chennai,True,4.6,Coupe,Comprehensive,673162.0
Ford,Endeavour,2011,45418,Diesel,Manual,Silver,3,True,Pune,False,1.5,SUV,Third-Party,2313187.3
Honda,City,2010,11033,Petrol,Automatic,Blue,1,True,Mumbai,True,3.9,Hatchback,None,298345.05
BMW,X5,2005,109527,CNG,Manual,Red,1,False,Hyderabad,False,2.6,Coupe,Third-Party,7013570.95
Nissan,Kicks,2006,53090,Diesel,Automatic,Blue,3,False,Hyderabad,False,2.7,Convertible,None,242036.5
Maruti Suzuki,Dzire,2016,79132,CNG,Manual,Grey,3,False,Delhi,False,3.8,SUV,None,238130.2
Honda,City,2014,76580,Petrol,Manual,Black,2,False,Hyderabad,False,2.9,Wagon,None,438513.0
Mercedes,S-Class,2015,134330,Diesel,Automatic,Blue,2,True,Mumbai,True,3.7,Sedan,Comprehensive,9499850.5
BMW,3 Series,2015,127564,CNG,Manual,Blue,1,True,Hyderabad,True,1.4,Convertible,Third-Party,3480865.4
Mercedes,C-Class,2023,69391,Diesel,Manual,Silver,1,False,Pune,True,3.7,SUV,None,4869591.35
Audi,Q5,2015,122181,Diesel,Automatic,Silver,3,False,Bangalore,False,3.3,Coupe,None,5531672.85
Mercedes,E-Class,2003,182916,Electric,Automatic,Blue,3,True,Hyderabad,False,2.1,Hatchback,None,5392562.6
Tata,Altroz,2019,29343,Petrol,Automatic,Blue,3,False,Delhi,True,3.4,SUV,Comprehensive,295598.55
Ford,EcoSport,2005,117498,CNG,Manual,White,3,False,Mumbai,False,2.8,Wagon,None,50000.0
Mercedes,E-Class,2006,164898,Electric,Manual,Silver,1,True,Chennai,False,2.8,Hatchback,None,5575265.3
BMW,X5,2007,42867,CNG,Manual,Silver,2,False,Kolkata,False,4.5,SUV,Comprehensive,7093569.95
Maruti Suzuki,Vitara Brezza,2019,66254,Petrol,Manual,Silver,1,True,Kolkata,False,1.8,Coupe,Third-Party,540061.9
Ford,EcoSport,2007,195059,Petrol,Automatic,Black,1,False,Pune,False,3.1,SUV,None,50000.0
BMW,M3,2001,194429,Petrol,Automatic,Blue,2,False,Chennai,False,1.5,Wagon,Third-Party,6270835.65
Toyota,Corolla,2011,16687,Petrol,Automatic,White,2,False,Kolkata,False,4.9,Coupe,Comprehensive,497496.94999999995
Tata,Harrier,2001,36381,Diesel,Manual,Black,3,False,Kolkata,False,3.2,Convertible,Third-Party,494542.85
Tata,Harrier,2022,94899,CNG,Automatic,Silver,2,False,Delhi,True,1.8,SUV,Third-Party,1535765.15
Toyota,Innova,2007,9970,Electric,Automatic,Blue,1,True,Bangalore,False,3.6,Sedan,Third-Party,798504.5
Audi,A4,2018,150528,Petrol,Automatic,Grey,1,False,Pune,False,1.9,SUV,None,4157420.8
Mercedes,E-Class,2014,173338,CNG,Manual,Grey,2,True,Pune,True,2.7,Sedan,Comprehensive,5893999.3
Audi,A4,2017,29246,Electric,Automatic,Black,2,False,Pune,True,4.3,Wagon,Comprehensive,4045613.1
